Filename,T,P,HOA,M%,UCV,D,ASA,AVAF,Adsorption
DB15-qtz_N76_E3_opt,338.0,3.2,2.633457,1.54,20349.3,0.157154,2175.32,0.75716,2.475489
DB0-m9_o11_o19_f0_sra.sym.56,338.0,3.2,5.539587,6.45,1680.5,0.958612,299.136,0.1611,3.3201
DB5-hypotheticalMOF_30817_0_0_2_1_21_2,338.0,0.26,4.175256,4.35,1956.71,0.581127,463.667,0.3051,0.218134
DB1-MIL47V-AZO_B-fum_B_No9,313.0,16.0,5.927438,2.94,4005.91,0.661851,606.359,0.37606,18.896386
DB0-m9_o5_o22_f0_sra.sym.4,298.0,0.1,6.843806,4.88,1297.51,1.16755,60.3799,0.0068,0.939587
DB1-Cu2N8-ADC_B-irmof20_B_No660,338.0,0.26,5.110553,4.17,2762.98,0.845877,440.609,0.24632,0.45009
DB0-m3_o25_o145_f0_fsc.sym.5,338.0,0.26,6.725596,2.04,1842.78,0.846656,292.16,0.15814,1.19462
DB1-Cu2O8N2-irmof16_A-irmof20_A_No729,338.0,3.2,4.489705,2.7,11121.4,0.599612,2349.49,0.34876,2.985869
DB0-m29_o84_o1500_f0_pts.sym.27,313.0,0.4,4.568008,2.63,2366.01,0.844898,421.779,0.22736,0.644744
DB0-m29_o81_o143_f0_pts.sym.13,313.0,0.4,4.872346,2.13,2763.92,0.602238,562.245,0.27176,1.209407
DB0-m3_o520_o14_f0_fsc.sym.72,298.0,1.0,8.199494,3.03,1200.11,1.10177,180.193,0.06558,3.418041
DB0-m3_o160_o151_f0_fsc.sym.13,313.0,16.0,7.02401,2.6,2191.89,0.666965,447.419,0.25126,19.107424
DB1-Zn2O8N2-DPAC_A-irmof14_A_No188,313.0,0.4,3.616698,2.08,9608.9,0.324749,1574.15,0.56104,0.489135
DB0-m2_o11_o24_f0_nbo.sym.30,298.0,1.0,3.310012,6.12,5208.43,0.41985,1002.33,0.5143,0.766554
DB1-NiN6-DPAC_A-NiC4_No13,338.0,3.2,5.95239,6.25,729.229,0.996575,136.665,0.06372,4.164736
DB0-m9_o28_o29_f0_sra.sym.98,338.0,3.2,4.316808,1.67,7640.01,0.560042,1075.71,0.39096,5.461121
DB0-m1_o12_vbm,298.0,0.1,3.190684,8.51,16673.9,0.55598,3683.4,0.40398,0.092496
DB0-m29_o88_o470_f0_pts.sym.72,298.0,0.1,5.338941,2.04,2297.66,0.792411,361.235,0.13452,0.426472
DB12-WISTID_clean,298.0,1.0,7.125418,6.25,1000.27,1.51731,80.6267,0.03152,2.246095
DB0-m29_o84_o54_f0_pts.sym.28,338.0,3.2,5.605931,1.82,3187.28,0.655685,738.121,0.2511,6.165847
DB7-ddmof_3930,338.0,0.26,4.252979,5.13,8681.93,0.849901,1794.91,0.26032,0.174361
DB0-m3_o7_o19_f0_nbo.sym.101,338.0,0.26,3.665094,3.9,30163.5,0.214203,3679.93,0.71808,0.280007
DB1-Cu2O8N2-ADC_A-irmof10_A_No307,338.0,3.2,3.239341,2.44,8258.82,0.413623,1427.73,0.52414,1.996592
DB1-Cu2O8N2-DPAC_A-irmof20_A_No605,298.0,1.0,4.930713,2.52,8225.57,0.377277,1593.72,0.4856,6.566035
DB0-m9_o20_o25_f0_sra.sym.15,338.0,3.2,3.789807,5.88,2522.92,0.720151,477.84,0.26216,1.74865
DB0-m2_o2_o24_f0_nbo.sym.49,298.0,0.1,3.884426,3.03,19239.7,0.377463,3395.69,0.53,0.180297
DB0-m3_o152_o158_f0_fsc.sym.32,313.0,16.0,7.730861,2.04,1497.04,1.09986,119.717,0.02998,7.129025
DB5-hypotheticalMOF_5034362_2_1_1_12_25_1,298.0,1.0,6.08917,3.23,3480.5,0.867534,643.733,0.07568,3.125757
DB0-m29_o82_o510_f0_pts.sym.10,298.0,0.1,5.24349,2.33,2440.91,0.626111,513.859,0.24518,0.451498
DB0-m2_o14_o17_f0_nbo.sym.124,298.0,1.0,4.909401,2.56,13979.7,0.541443,2997.14,0.32462,2.446714
DB0-m3_o7_o16_f0_pcu.sym.1,338.0,0.26,3.716201,2.5,3871.83,0.360026,726.385,0.50476,0.272872
DB0-m2_o2_o18_f0_pcu.sym.25,298.0,1.0,4.161895,2.0,3134.91,0.520114,645.776,0.33288,3.047651
DB0-m2_o7_o29_f0_nbo.sym.81,298.0,0.1,2.871884,2.16,68176.2,0.142999,6230.18,0.79258,0.191344
DB0-m3_o160_o99_f0_fsc.sym.15,298.0,1.0,6.584634,3.39,1234.3,0.948781,185.496,0.21778,4.021568
DB0-m3_o1_o11_f0_nbo.sym.124,338.0,0.26,3.824908,5.17,5242.28,0.48698,1041.93,0.44662,0.192616
DB0-m3_o1_o24_f0_nbo.sym.9,338.0,0.26,6.538108,2.65,5208.34,0.738473,876.996,0.21696,0.624455
DB0-m29_o80_o500_f0_pts.sym.79,313.0,0.4,6.3704,2.11,2123.33,0.810535,335.119,0.11366,2.520578
DB0-m2_o11_o14_f0_nbo.sym.109,313.0,0.4,3.205628,4.84,5204.85,0.470953,992.107,0.45048,0.311718
DB0-m2_o7_o16_f0_pcu.sym.30,338.0,3.2,3.40416,2.5,3752.8,0.614183,755.642,0.41928,1.669151
DB13-cds-Syn030613,298.0,0.1,4.432693,5.26,2579.52,0.713577,682.939,0.21436,0.264899
DB0-m29_o88_o420_f0_pts.sym.45,338.0,0.26,4.3219,2.56,2348.02,0.632433,540.389,0.24034,0.343681
DB0-m3_o13_o150_f0_fsc.sym.55,313.0,16.0,6.959579,2.63,1450.17,0.855831,204.504,0.05032,11.464542
DB0-m29_o88_o145_f0_pts.sym.35,298.0,0.1,4.511685,2.25,3217.77,0.509016,639.158,0.3745,0.289387
DB0-m3_o17_o22_f0_nbo.sym.153,338.0,0.26,4.186063,3.03,19495.7,0.349886,3101.84,0.55964,0.291113
DB0-m3_o11_o29_f0_pcu.sym.3,338.0,3.2,5.158154,2.04,3051.53,0.561357,799.45,0.26238,6.571313
DB0-m3_o101_o22_f0_fsc.sym.18,298.0,0.1,8.008783,3.12,911.112,1.27446,108.705,0.06694,2.285995
DB1-Cu2N8-BDC_B-irmof6_B_No222,298.0,1.0,4.153106,3.77,1073.64,0.961293,162.496,0.18358,5.440874
DB6-cuf_5278,313.0,16.0,6.727719,2.33,2449.18,0.630358,492.657,0.26058,18.739759
DB1-Zn2O8-irmof16_A-mof177_No250,313.0,0.4,3.50777,3.03,29402.2,0.347979,4340.73,0.6218,0.391963
DB0-m2_o6_o12_f0_pcu.sym.137,338.0,0.26,4.668217,2.04,2552.74,0.731012,480.072,0.17004,0.38147
DB7-ddmof_17954,338.0,3.2,3.991585,1.74,7785.77,0.461016,1424.08,0.40414,2.555998
DB1-Zn2O8-ADC_A-irmof7_A_No215,298.0,0.1,5.457399,3.03,3802.91,0.582767,1005.83,0.2478,0.767366
DB0-m2_o7_o23_f0_nbo.sym.74,338.0,3.2,3.204236,2.29,39349.7,0.216353,5062.31,0.68358,2.153945
DB1-Zn2O8N2-irmof6_A-imdb_No2,313.0,0.4,6.205902,3.57,2455.07,1.15511,365.591,0.13314,1.952753
DB0-m3_o11_o21_f0_pcu.sym.91,313.0,0.4,4.527762,4.35,1550.82,0.622348,349.708,0.26248,0.658402
DB0-m6_o6_o20_f0_bcu.sym.170,313.0,16.0,4.86033,3.45,6094.94,0.399598,1194.34,0.46118,24.29724
DB0-m3_o88_o23_f0_fsc.sym.65,298.0,0.1,9.57922,2.47,1240.73,1.12614,141.429,0.08034,1.569401
DB0-m18_o25_o86_f0_fsc,338.0,3.2,5.0845,3.57,1503.93,0.74212,257.237,0.25464,5.005333
DB5-hypotheticalMOF_5000699_2_0_0_12_2_0,338.0,0.26,2.610419,12.9,1733.79,0.61076,362.579,0.42608,0.110185
DB5-hypotheticalMOF_6090_1_1_0_10_21_10,338.0,0.26,4.744315,4.82,4256.31,0.744527,976.015,0.13044,0.389263
DB0-m29_o88_o49_f0_pts.sym.78,338.0,0.26,5.345237,2.44,2139.14,0.758009,417.012,0.18708,0.539457
DB0-m3_o9_o25_f0_nbo.sym.118,313.0,16.0,4.950683,2.91,7650.5,0.487499,1458.23,0.4036,22.633894
DB0-m29_o81_o490_f0_pts.sym.14,298.0,1.0,5.60818,2.11,2399.29,0.704835,453.202,0.21186,5.020056
DB1-Cu2O8-irmof14_A-irmof7_A_No66,338.0,0.26,5.095177,3.28,7579.71,0.830094,1639.97,0.25592,0.493449
DB0-m3_o8_o18_f0_pcu.sym.83,313.0,16.0,4.917949,1.41,4251.66,0.475715,833.24,0.33062,22.353957
DB0-m29_o81_o530_f0_pts.sym.6,313.0,16.0,6.510921,2.13,3689.8,0.542623,786.324,0.36506,25.333961
DB0-m3_o420_o22_f0_fsc.sym.5,313.0,0.4,7.540164,3.57,850.906,1.23562,95.8461,0.05026,2.765184
DB0-m2_o6_o23_f0_pcu.sym.9,298.0,1.0,3.562086,3.03,3723.62,0.5324,853.701,0.3886,1.378618
DB0-m29_o89_o540_f0_pts.sym.9,298.0,1.0,4.244101,1.75,4354.55,0.484899,826.738,0.39576,3.115441
DB0-m2_o9_o17_f0_nbo.sym.51,338.0,3.2,4.718407,2.78,6895.62,0.549307,1379.08,0.3474,3.209137
DB0-m2_o12_o20_f0_pcu.sym.46,313.0,16.0,6.377862,3.85,1432.48,0.660141,299.965,0.24262,14.920366
DB0-m3_o1_o1530_f0_fsc.sym.6,338.0,3.2,7.748394,4.0,1015.4,1.11213,170.597,0.10618,5.487219
DB0-m9_o6_o25_f0_sra.sym.32,338.0,3.2,5.400858,3.85,3374.05,0.60659,593.731,0.30786,3.200606
DB0-m3_o6_o23_f0_pcu.sym.65,313.0,0.4,4.206777,2.13,3858.84,0.399151,891.667,0.40308,0.682598
DB0-m3_o8_o22_f0_pcu.sym.24,338.0,0.26,4.349955,1.42,2963.53,0.658879,509.753,0.24814,0.237879
DB0-m3_o1_o23_f0_nbo.sym.119,298.0,0.1,4.274384,3.23,15204.8,0.476729,2965.84,0.43074,0.182316
DB0-m3_o14_o29_f0_pcu.sym.68,338.0,0.26,4.941492,1.72,2980.66,0.646112,677.01,0.21696,0.658697
DB0-m29_o80_o116_f0_pts.sym.52,338.0,3.2,6.30838,1.2,3421.31,0.788269,527.295,0.10052,5.757896
DB0-m3_o1500_o4_f0_fsc.sym.43,298.0,1.0,5.613624,2.7,1177.84,1.01984,127.665,0.04482,2.7639
DB0-m3_o52_o159_f0_fsc.sym.82,313.0,16.0,6.082474,2.33,1727.06,0.862938,265.893,0.1701,11.558675
DB0-m3_o45_o15_f0_fsc.sym.30,338.0,0.26,6.889191,3.33,1020.0,1.17416,101.448,0.04796,2.121582
DB7-ddmof_18733,338.0,3.2,2.985025,1.75,69176.9,0.138071,5965.92,0.80548,2.917722
DB0-m3_o6_o8_f0_pcu.sym.80,313.0,16.0,5.175665,1.25,4144.59,0.476042,706.076,0.2993,21.605672
DB0-m3_o9_o19_f0_nbo.sym.58,313.0,0.4,5.324636,3.3,5693.08,0.579217,1155.25,0.31216,1.089829
DB5-hypotheticalMOF_5044151_2_1_1_20_15_7,298.0,0.1,6.970183,2.78,2930.41,0.792598,469.027,0.05186,1.377035
DB5-hypotheticalMOF_5069889_0_0_2_3_24_7,313.0,16.0,6.152452,2.02,2745.76,0.541821,519.154,0.35852,22.845352
DB0-m3_o20_o23_f0_pcu.sym.18,338.0,0.26,4.32452,3.45,3109.92,0.358401,670.163,0.49588,0.358738
DB0-m2_o8_o17_f0_pcu.sym.67,313.0,0.4,4.288126,2.13,3924.37,0.482275,841.254,0.40834,0.524114
DB0-m3_o6_o15_f0_pcu.sym.43,298.0,1.0,5.620208,3.12,2648.5,1.09249,526.757,0.24894,1.97592
DB0-m3_o1_o530_f0_fsc.sym.20,313.0,0.4,7.213711,2.78,1461.29,1.06507,194.907,0.0356,4.775053
DB0-m3_o6_o151_f0_fsc.sym.16,338.0,0.26,5.068627,2.7,2373.43,0.55788,537.287,0.3263,0.423698
DB0-m3_o25_o1530_f0_fsc.sym.65,298.0,1.0,6.257691,2.56,1557.32,0.890747,241.16,0.14922,4.587255
DB0-m29_o90_o85_f0_pts.sym.19,313.0,0.4,4.066648,2.94,2340.89,0.688155,452.377,0.29698,0.700696
DB12-RAZYIC_clean,338.0,3.2,6.959772,4.35,3286.97,1.40501,476.766,0.13266,4.466748
DB0-m3_o1480_o13_f0_fsc.sym.72,298.0,1.0,7.797506,3.57,1010.7,1.09948,133.88,0.05676,4.523119
DB0-m2_o2_o22_f0_pcu.sym.68,313.0,16.0,7.291065,2.0,2211.73,0.668133,421.704,0.22106,16.889522
DB0-m29_o90_o147_f0_pts.sym.94,313.0,0.4,5.154391,2.33,2262.72,0.738852,471.805,0.17074,1.878609
DB0-m29_o88_o1500_f0_pts.sym.16,298.0,1.0,4.626114,2.44,3021.42,0.528842,655.473,0.3562,2.673273
DB0-m3_o14_o24_f0_nbo.sym.101,338.0,0.26,4.388208,4.2,5176.67,0.54866,956.419,0.4087,0.291307
DB5-hypotheticalMOF_5014561_0_0_0_3_1_2,313.0,16.0,5.759815,7.27,1685.08,1.06617,271.658,0.11908,7.744897
DB0-m3_o8_o14_f0_pcu.sym.6,338.0,0.26,4.08828,2.38,2991.83,0.484804,676.975,0.3548,0.291635
DB0-m2_o6_bbh,298.0,1.0,2.656716,4.76,28275.2,0.194299,3420.9,0.72614,0.88661
DB5-hypotheticalMOF_31743_0_0_2_10_1_7,338.0,3.2,5.936548,4.65,800.52,0.994413,125.491,0.13646,4.046424
DB0-m3_o24_o26_f0_pcu.sym.82,338.0,0.26,4.669279,2.7,1823.75,0.733279,350.571,0.2095,0.324675
DB0-m3_o1500_o21_f0_fsc.sym.70,313.0,16.0,8.816764,2.44,1547.67,0.913466,294.649,0.08562,11.4397
DB0-m2_o7_o21_f0_pcu.sym.96,298.0,0.1,3.348308,2.13,4007.55,0.370389,830.567,0.45126,0.173296
DB5-hypotheticalMOF_5011037_2_0_0_8_15_8,338.0,0.26,3.454589,5.48,3277.79,0.503593,638.553,0.4546,0.174353
DB0-m29_o81_o86_f0_pts.sym.54,338.0,3.2,4.856657,2.38,2431.44,0.758239,429.699,0.26322,4.785297
DB1-Cu2O8N2-BDC_A-DPAC_A_No1062,313.0,16.0,8.626118,3.17,2742.29,0.956098,462.497,0.1879,12.412752
DB0-m2_o3_o8_f0_pcu.sym.40,313.0,0.4,3.645998,1.47,5872.76,0.391921,1096.48,0.469,0.4001
DB5-hypotheticalMOF_5043506_1_0_1_20_13_1,338.0,3.2,4.611247,2.86,2475.28,0.6274,565.812,0.31388,2.524744
DB0-m29_o90_o43_f0_pts.sym.61,313.0,0.4,4.817098,2.3,2913.29,0.548527,651.638,0.30524,1.118543
DB0-m2_o15_o16_f0_pcu.sym.24,313.0,16.0,8.224024,2.5,1353.14,1.18013,167.948,0.0645,7.176549
DB0-m3_o6_o21_f0_pcu.sym.129,338.0,0.26,3.587864,3.12,3397.16,0.365271,747.578,0.46578,0.236997
DB0-m9_o13_o27_f0_sra.sym.18,338.0,3.2,6.356986,2.86,2864.0,0.840045,418.188,0.19654,4.493274
DB15-pcu_N65_E170_opt,338.0,0.26,6.683964,2.5,4076.22,0.352955,772.006,0.50754,0.857376
DB0-m3_o25_o51_f0_fsc.sym.44,338.0,3.2,6.296458,2.7,1595.32,0.893379,243.617,0.07872,5.84163
DB0-m3_o96_o11_f0_fsc.sym.55,313.0,0.4,5.012926,2.53,1996.92,0.742112,444.3,0.20606,2.150331
DB0-m2_o6_cag,298.0,1.0,2.463699,4.76,38474.3,0.19039,4770.47,0.73034,0.908201
DB0-m15_o46_o149_f0_fsc,298.0,0.1,6.117936,2.63,1660.9,0.84434,349.417,0.1378,1.767326
DB0-m29_o83_o148_f0_pts.sym.79,313.0,0.4,5.158876,2.67,2220.87,0.677593,448.87,0.2654,1.78587
DB0-m3_o25_o1530_f0_fsc.sym.85,313.0,16.0,7.122201,3.23,1566.09,0.772196,303.342,0.2066,16.699539
DB0-m3_o19_o23_f0_nbo.sym.73,338.0,3.2,2.835478,5.66,18083.7,0.354199,2922.87,0.62568,1.440544
DB0-m3_o150_o23_f0_fsc.sym.50,338.0,0.26,5.512043,2.38,1830.73,0.705198,337.608,0.20038,0.47878
DB6-cuf_10337,298.0,1.0,4.056662,2.5,3353.58,0.49103,662.635,0.43384,1.623164
DB0-m2_o7_o24_f0_pcu.sym.43,313.0,0.4,4.801712,2.17,3070.46,0.531497,566.451,0.34986,0.622281
DB0-m9_o25_o25_f0_sra.sym.35,313.0,0.4,7.001485,2.17,3328.96,1.04996,409.865,0.0607,2.671303
DB0-m2_o11_o15_f0_nbo.sym.25,313.0,0.4,4.029116,3.45,5246.4,0.565449,1030.19,0.33266,0.462524
DB0-m2_o13_o23_f0_pcu.sym.53,338.0,0.26,4.986551,2.08,2332.81,0.637729,498.109,0.20992,0.493227
DB0-m3_o51_o4_f0_fsc.sym.54,338.0,3.2,5.268346,3.85,1042.22,0.983318,170.763,0.10198,4.855719
DB0-m3_o8_o28_f0_pcu.sym.37,298.0,1.0,3.773602,1.64,6369.76,0.327367,1047.15,0.55982,1.662493
DB7-ddmof_3322,298.0,0.1,5.182618,4.51,10516.5,0.723798,2004.9,0.33774,0.1747
DB0-m3_o99_o22_f0_fsc.sym.55,313.0,0.4,8.042177,3.03,828.787,1.30093,58.8803,0.03022,2.173528
DB0-m3_o147_o21_f0_fsc.sym.15,338.0,0.26,7.296575,2.7,1149.69,1.10837,77.36,0.02012,1.4152
DB0-m2_o14_o21_f0_pcu.sym.61,313.0,0.4,4.794149,2.99,1412.81,0.844628,255.405,0.12882,1.369172
DB0-m3_o430_o22_f0_fsc.sym.22,313.0,0.4,5.767248,3.03,1148.59,1.06298,173.427,0.09782,2.210887
DB0-m29_o89_o530_f0_pts.sym.53,298.0,1.0,5.616526,2.08,3327.13,0.683358,650.115,0.29202,3.749947
DB0-m9_o13_o16_f0_sra.sym.27,338.0,3.2,5.709219,3.51,2256.19,0.966066,340.26,0.114,4.135082
DB0-m29_o90_o42_f0_pts.sym.49,338.0,3.2,5.427412,2.82,2259.68,0.652686,486.162,0.26804,4.225046
DB0-m3_o7_o27_f0_pcu,313.0,0.4,3.578084,2.38,11667.5,0.254896,1738.94,0.63454,0.546607
DB0-m29_o81_o530_f0_pts.sym.86,338.0,3.2,4.328941,1.98,3738.62,0.51498,764.067,0.37546,4.062139
DB0-m29_o89_o45_f0_pts.sym.11,298.0,0.1,6.563279,2.56,2234.71,0.677126,489.219,0.21606,0.840253
DB0-m18_o22_o47_f0_fsc,338.0,3.2,9.666003,3.7,862.005,1.10594,103.856,0.063,4.019194
DB0-m9_o7_o23_f0_sra.sym.51,298.0,0.1,5.764725,2.22,3626.26,0.782689,562.72,0.20764,0.454755
DB0-m3_o500_o13_f0_fsc.sym.10,338.0,0.26,7.312088,3.03,1052.86,1.10606,124.806,0.03278,1.757049
DB1-Cu2O8-ADC_A-irmof7_A_No959,338.0,0.26,4.554953,3.23,3689.74,0.633264,868.617,0.23756,0.330335
DB0-m3_o530_o23_f0_fsc.sym.50,338.0,3.2,5.583053,2.17,2256.25,0.734121,408.403,0.22102,6.836644
DB0-m2_o20_sse,298.0,1.0,2.179032,7.69,30427.6,0.195268,3900.08,0.7306,0.570573
DB0-m9_o7_o16_f0_sra.sym.17,338.0,0.26,5.064633,2.99,3210.23,0.7308,548.236,0.1938,0.336275
DB0-m2_o9_o23_f0_pcu.sym.6,313.0,0.4,6.096875,1.96,2506.7,0.612073,530.414,0.21828,1.355675
DB0-m23_o29_o151_f0_pcu,298.0,1.0,5.294513,1.15,3859.15,0.792737,801.519,0.15868,5.825919
DB0-m3_o1520_o23_f0_fsc.sym.100,313.0,16.0,5.552213,3.08,1559.84,0.762552,313.803,0.17876,16.812838
DB0-m3_o23_o29_f0_nbo.sym.139,313.0,16.0,3.416818,2.19,56226.9,0.161993,6014.17,0.76128,20.401618
DB0-m3_o8_o11_f0_pcu.sym.25,298.0,1.0,3.773951,3.03,3029.91,0.425984,612.526,0.46242,1.422012
DB0-m3_o18_o23_f0_pcu.sym.32,298.0,1.0,5.097806,2.02,3683.4,0.433518,802.983,0.40288,3.858975
DB12-CENPUI_clean,298.0,0.1,7.802188,2.1,2122.64,0.999903,180.203,0.02774,2.855156
DB0-m29_o88_o115_f0_pts.sym.21,298.0,0.1,4.285303,1.61,4732.05,0.444156,994.297,0.3948,0.26547
DB0-m29_o91_o470_f0_pts.sym.7,313.0,0.4,4.688069,2.17,2743.3,0.655163,650.715,0.22712,1.465011
DB0-m29_o91_o52_f0_pts.sym.41,338.0,0.26,5.320162,1.79,3450.17,0.639855,830.63,0.2293,0.611597
DB0-m2_o23_o23_f0_nbo.sym.83,338.0,3.2,3.189777,2.33,15943.9,0.227399,2170.54,0.65926,2.025459
DB1-Cu2O8-AZO_A-BDC_A_No271,298.0,0.1,7.036288,4.17,3691.34,0.604765,828.281,0.27586,3.000423
DB13-cds-Syn033803,313.0,16.0,5.220049,4.35,4083.91,0.662939,997.899,0.36256,16.769522
DB0-m29_o89_o147_f0_pts.sym.92,338.0,3.2,7.603317,1.85,1988.98,0.976404,271.219,0.06182,4.935167
DB0-m2_o4_o4_f0_nbo.sym.49,298.0,1.0,3.783923,4.55,10101.1,0.529411,1932.85,0.4181,1.454539
DB0-m3_o13_o1510_f0_fsc.sym.48,313.0,0.4,5.189772,2.27,1881.56,0.84761,287.774,0.16868,2.150428
DB5-hypotheticalMOF_5012178_0_0_0_20_10_10,313.0,16.0,6.532846,3.81,2978.67,0.556569,648.705,0.34544,22.542216
DB13-nbo-Syn035076,338.0,0.26,4.093739,3.85,11073.8,0.602323,2088.49,0.33884,0.180526
DB0-m3_o7_o15_f0_pcu.sym.37,298.0,1.0,6.967385,1.09,3254.83,0.796112,240.501,0.03922,3.007907
DB5-hypotheticalMOF_5017783_0_0_0_19_0_1,313.0,16.0,6.897753,9.76,1303.35,0.950143,292.153,0.14316,12.364496
DB6-cuf_7060,338.0,3.2,3.340934,2.44,3495.6,0.424547,763.355,0.41578,2.444947
DB0-m3_o18_o109_f0_fsc.sym.4,313.0,16.0,6.738407,2.86,1589.85,0.857869,262.375,0.17298,15.039768
DB12-YAJXIT_clean,313.0,0.4,10.84985,2.0,6519.54,1.60147,143.127,0.00176,3.964393
DB0-m3_o21_o38_f0_fsc,298.0,1.0,5.174948,4.0,1602.56,0.633278,378.751,0.27374,4.376961
DB12-JAKBIJ_clean,313.0,0.4,4.636153,6.25,2114.78,0.794839,343.669,0.0591,0.451224
DB0-m3_o25_o114_f0_fsc.sym.80,313.0,0.4,6.966666,3.45,1147.27,1.00337,178.83,0.09246,3.563482
DB0-m29_o82_o91_f0_pts.sym.68,313.0,0.4,5.592656,1.89,2881.3,0.687841,511.854,0.23736,1.332112
DB0-m29_o93_o470_f0_pts.sym.34,338.0,3.2,6.421549,2.38,2239.68,0.711972,440.01,0.19024,5.845615
DB0-m3_o1_o27_f0_nbo.sym.105,298.0,0.1,5.446415,2.52,18351.7,0.428928,3344.73,0.4684,0.319598
DB0-m3_o2_o13_f0_pcu.sym.97,338.0,0.26,4.563573,2.38,2780.35,0.521676,547.658,0.35242,0.354868
DB0-m3_o16_o26_f0_pcu.sym.28,313.0,0.4,4.462117,2.27,2980.49,0.517856,598.865,0.35968,1.009857
DB5-hypotheticalMOF_18559_0_0_1_25_7_5,298.0,0.1,5.467664,2.04,3027.14,0.526925,562.138,0.35816,0.458742
DB6-cuf_8913,338.0,0.26,4.644124,3.23,1642.56,0.784008,301.597,0.24056,0.338943
DB1-Zn2O8-AZO_A-DPAC_A_No124,338.0,0.26,3.344207,3.45,6132.51,0.522575,1152.5,0.42272,0.156228
DB0-m2_o9_o13_f0_pcu.sym.62,298.0,0.1,6.372775,2.17,1617.89,0.931764,214.228,0.08398,0.524444
DB0-m3_o7_o8_f0_pcu.sym.27,298.0,0.1,3.627871,2.5,5043.01,0.485557,893.294,0.52126,0.132708
DB0-m2_o8_o11_f0_pcu.sym.51,338.0,0.26,4.646234,1.85,2904.4,0.643695,580.224,0.23918,0.251338
DB0-m3_o6_o24_f0_nbo.sym.164,338.0,0.26,3.616551,2.65,22380.5,0.326772,3888.43,0.53048,0.232441
DB0-m2_o2_o11_f0_nbo.sym.24,338.0,0.26,3.384469,3.7,19779.0,0.302657,3170.82,0.61028,0.205178
DB0-m29_o90_o42_f0_pts.sym.2,338.0,0.26,4.78251,2.7,2265.82,0.639223,507.31,0.26128,0.39257
DB0-m2_o11_o16_f0_pcu.sym.46,338.0,0.26,5.690799,3.45,1381.54,0.775887,247.322,0.15146,0.58317
DB0-m3_o7_o10_f0_pcu.sym.98,338.0,0.26,6.025889,1.69,2637.74,0.635702,538.767,0.1508,0.640446
DB0-m3_o11_o12_f0_pcu.sym.77,338.0,3.2,5.000156,4.55,1214.61,0.717848,264.911,0.18866,4.356538
DB0-m9_o16_o25_f0_sra.sym.8,298.0,0.1,6.478123,3.57,2885.65,0.811618,536.807,0.15154,0.697329
DB5-hypotheticalMOF_6002144_0_0_3_8_11_6,338.0,0.26,7.414497,4.0,751.957,1.36966,49.2301,0.0176,1.172129
DB0-m3_o160_o450_f0_fsc.sym.50,298.0,0.1,6.928424,2.53,1459.3,0.995005,202.203,0.08512,1.153003
DB0-m29_o84_o1510_f0_pts.sym.41,338.0,0.26,4.392932,1.92,2947.94,0.641286,610.254,0.23052,0.360011
DB0-m2_o14_o25_f0_nbo.sym.118,313.0,16.0,4.207625,3.87,7426.14,0.403499,1346.63,0.5089,20.663228
DB0-m3_o490_o23_f0_fsc.sym.39,338.0,0.26,6.297919,2.78,1297.89,1.19913,165.721,0.04492,0.612544
DB0-m2_o17_o18_f0_pcu.sym.23,338.0,3.2,5.044961,2.22,3081.98,0.697021,608.5,0.31618,3.083986
DB5-hypotheticalMOF_5017680_1_1_0_19_11_2,313.0,0.4,5.808363,7.02,3018.24,1.17902,404.111,0.0517,1.440613
DB0-m3_o6_o23_f0_nbo.sym.102,298.0,1.0,3.375704,3.66,16679.4,0.190116,2104.02,0.72112,1.369088
DB0-m29_o90_o150_f0_pts.sym.152,338.0,0.26,5.030194,1.75,2900.34,0.623256,621.155,0.19662,0.489051
DB0-m29_o88_o149_f0_pts.sym.42,313.0,0.4,5.579078,2.5,2116.63,0.710224,519.868,0.15154,2.635525
DB0-m2_o19_o23_f0_nbo.sym.47,298.0,1.0,3.286332,4.11,17677.5,0.348723,3325.88,0.53844,0.88578
DB13-lvt-Syn033073,313.0,16.0,6.229632,3.57,16118.8,0.808576,3910.93,0.2298,13.825856
DB5-hypotheticalMOF_5021873_2_1_0_23_18_9,298.0,0.1,3.430561,5.97,5275.4,0.581715,1549.0,0.27176,0.151782
DB6-cuf_4415,298.0,0.1,5.777302,1.96,2294.97,0.691633,467.893,0.14318,0.539418
DB0-m2_o16_bbr,298.0,0.1,3.912688,3.45,32841.0,0.265178,4246.33,0.6715,0.194799
DB0-m2_o2_o10_f0_pcu.sym.2,313.0,16.0,5.936151,3.12,1807.12,0.611614,411.56,0.27794,19.962214
DB0-m3_o21_o22_f0_pcu.sym.26,313.0,16.0,6.123992,3.12,1963.29,0.554216,442.881,0.29764,20.244926
DB0-m3_o25_o470_f0_fsc.sym.14,338.0,3.2,6.152519,3.85,1310.91,0.895751,268.586,0.1561,5.592349
DB0-m3_o155_o45_f0_fsc.sym.27,338.0,3.2,6.189339,2.22,1918.54,0.776845,416.667,0.1893,6.288623
DB0-m3_o20_o150_f0_fsc.sym.18,338.0,3.2,4.766626,4.17,1643.73,0.934192,422.937,0.17654,3.659586
DB0-m29_o80_o149_f0_pts.sym.79,313.0,16.0,5.80592,2.17,2131.01,0.806816,306.244,0.1727,13.658494
